x,y,neg,neu,pos,compound,episode,line
toph,sokka,0.0,0.69,0.31,0.2023,58,"Try and top that, Sokka."
sokka,suki,0.387,0.613,0.0,-0.2244,58,"[Defensively.] No, it's Suki!"
toph,suki,0.0,1.0,0.0,0.0,58,"Suki, we'll all understand if you break up with him over this."
sokka,aang,0.285,0.715,0.0,-0.8475,58,"[While rebuilding his sculpture.] Zuko's gone crazy! I made a sand sculpture of Suki and he destroyed it! [Pauses a moment.] Oh, and he's attacking Aang."
sokka,suki,0.285,0.715,0.0,-0.8475,58,"[While rebuilding his sculpture.] Zuko's gone crazy! I made a sand sculpture of Suki and he destroyed it! [Pauses a moment.] Oh, and he's attacking Aang."
sokka,zuko,0.285,0.715,0.0,-0.8475,58,"[While rebuilding his sculpture.] Zuko's gone crazy! I made a sand sculpture of Suki and he destroyed it! [Pauses a moment.] Oh, and he's attacking Aang."
katara,aang,0.562,0.438,0.0,-0.8398,58,[Worried.] What's wrong with you? You could have hurt Aang!
zuko,sozin,0.192,0.703,0.105,-0.6553,58,What's wrong with me? What's wrong with all of you? How can you sit around having beach parties when Sozin's Comet is only three days away? [Everybody looks at Zuko.] Why are you all looking at me like I'm crazy?
aang,ozai,0.238,0.762,0.0,-0.6124,58,About Sozin's Comet ... I was actually gonna wait to fight the Fire Lord until after it came.
aang,sozin,0.238,0.762,0.0,-0.6124,58,About Sozin's Comet ... I was actually gonna wait to fight the Fire Lord until after it came.
zuko,aang,0.0,1.0,0.0,0.0,58,"So, you all knew Aang was going to wait?"
sokka,aang,0.246,0.645,0.109,-0.7149,58,"Honestly, if Aang tries to fight the Fire Lord now, he's going to lose. [Aang looks over to Sokka as he says this, frowns, and closes his eyes in defeat. To Aang.] No offense."
sokka,ozai,0.246,0.645,0.109,-0.7149,58,"Honestly, if Aang tries to fight the Fire Lord now, he's going to lose. [Aang looks over to Sokka as he says this, frowns, and closes his eyes in defeat. To Aang.] No offense."
katara,ozai,0.249,0.496,0.255,0.5157,58,"The whole point of fighting the Fire Lord before the Comet was to stop the Fire Nation from winning the War, but they pretty much won the War when they took Ba Sing Se. Things can't get any worse."
ozai,zuko,0.0,0.897,0.103,0.4588,58,"Welcome, Prince Zuko. We waited for you. [Zuko walks up to his father. He bows to Ozai and sits down next to him.] General Shinu, your report."
ozai,shinu,0.0,0.897,0.103,0.4588,58,"Welcome, Prince Zuko. We waited for you. [Zuko walks up to his father. He bows to Ozai and sits down next to him.] General Shinu, your report."
ozai,zuko,0.194,0.806,0.0,-0.552,58,"Hmm. Prince Zuko, you've been among the Earth Kingdom commoners. Do you think that adding more troops will stop these rebellions?"
ozai,azula,0.072,0.706,0.222,0.8442,58,"Yes ... [Cuts to Azula looking pleased.] Yes you're right, Azula. [Stands up and walks to the world map.] Sozin's Comet is almost upon us, and on that day, it will endow us with the strength and power of a hundred suns. No bender will stand a chance against us."
ozai,sozin,0.072,0.706,0.222,0.8442,58,"Yes ... [Cuts to Azula looking pleased.] Yes you're right, Azula. [Stands up and walks to the world map.] Sozin's Comet is almost upon us, and on that day, it will endow us with the strength and power of a hundred suns. No bender will stand a chance against us."
ozai,ozai,0.168,0.736,0.096,-0.807,58,"When the comet last came, my grandfather, Fire Lord Sozin, used it to wipe out the Air Nomads. [Cut to Zuko.] Now, I will use its power to end the Earth Kingdom ... [Zuko looks astonished. Cut back to Ozai smiling.] permanently. [The shot changes to an aerial view of the map which Ozai walks to the center.] From our airships, we will rain fire over their lands, a fire that will destroy everything; and out of the ashes, a new world will be born, a world in which all the lands are Fire Nation and I am the supreme ruler of everything! [War generals applaud.]"
ozai,sozin,0.168,0.736,0.096,-0.807,58,"When the comet last came, my grandfather, Fire Lord Sozin, used it to wipe out the Air Nomads. [Cut to Zuko.] Now, I will use its power to end the Earth Kingdom ... [Zuko looks astonished. Cut back to Ozai smiling.] permanently. [The shot changes to an aerial view of the map which Ozai walks to the center.] From our airships, we will rain fire over their lands, a fire that will destroy everything; and out of the ashes, a new world will be born, a world in which all the lands are Fire Nation and I am the supreme ruler of everything! [War generals applaud.]"
sokka,ozai,0.418,0.582,0.0,-0.8765,58,"I always knew the Fire Lord was a bad guy, but his plan is just pure evil."
zuko,ozai,0.1,0.712,0.189,0.7754,58,"[Stands up from his rock seat and walks to Aang.] I know you're scared, and I know you're not ready to save the world, but if you don't defeat the Fire Lord before the comet comes, there won't be a world to save anymore."
katara,aang,0.243,0.757,0.0,-0.3071,58,"Aang, you don't have to do this alone."
toph,ozai,0.236,0.66,0.104,-0.4215,58,"Yeah, if we all fight the Fire Lord together, we got a shot at taking him down."
sokka,aang,0.073,0.875,0.052,-0.2444,58,All right! Team Avatar is back! Air. [Shot of Aang.] Water. [Shot of Katara.] Earth. [Shot of Toph.] Fire. [Shot of Zuko. Sokka gives Suki a clump of leaves and holds up a large leaf.] Fan and sword! [Sokka's leaf wilts.]
aang,ozai,0.179,0.821,0.0,-0.4182,58,"Fighting the Fire Lord is going to be the hardest thing we've ever done together, but I wouldn't want to do it any other way."
katara,zuko,0.0,0.824,0.176,0.4939,58,"Get over here, Zuko. Being part of the group also means being part of group hugs."
zuko,iroh,0.0,1.0,0.0,0.0,58,Exactly. My uncle invented this technique himself by studying waterbenders.
aang,katara,0.0,0.772,0.228,0.5584,58,"[Chuckles.] Well, not over over. I mean there's always Katara and a little Spirit Water action, [Turns to Katara.] am I right?"
katara,azula,0.0,1.0,0.0,0.0,58,"Actually, I used it all up after Azula shot you."
zuko,ozai,0.179,0.821,0.0,-0.34,58,You'll have to take the Fire Lord's life before he takes yours.
sokka,aang,0.112,0.856,0.032,-0.8122,58,"Gather round, Team Avatar. [Puts a carved melon on a draped mannequin.] In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect. [Kneels down on the ground and uses a stick to draw a line heading toward the Melon Lord symbol.] First, Suki and I will draw his fire. Then, Katara and Zuko charge in with some liquidy hot offense, [Draws another line.] and while the Melon Lord is distracted, [Draws a third line.] Aang swoops in ... and bam! [Destroys the Melon Lord symbol with the line.] He delivers the final blow."
sokka,ozai,0.112,0.856,0.032,-0.8122,58,"Gather round, Team Avatar. [Puts a carved melon on a draped mannequin.] In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect. [Kneels down on the ground and uses a stick to draw a line heading toward the Melon Lord symbol.] First, Suki and I will draw his fire. Then, Katara and Zuko charge in with some liquidy hot offense, [Draws another line.] and while the Melon Lord is distracted, [Draws a third line.] Aang swoops in ... and bam! [Destroys the Melon Lord symbol with the line.] He delivers the final blow."
sokka,katara,0.112,0.856,0.032,-0.8122,58,"Gather round, Team Avatar. [Puts a carved melon on a draped mannequin.] In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect. [Kneels down on the ground and uses a stick to draw a line heading toward the Melon Lord symbol.] First, Suki and I will draw his fire. Then, Katara and Zuko charge in with some liquidy hot offense, [Draws another line.] and while the Melon Lord is distracted, [Draws a third line.] Aang swoops in ... and bam! [Destroys the Melon Lord symbol with the line.] He delivers the final blow."
sokka,toph,0.112,0.856,0.032,-0.8122,58,"Gather round, Team Avatar. [Puts a carved melon on a draped mannequin.] In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect. [Kneels down on the ground and uses a stick to draw a line heading toward the Melon Lord symbol.] First, Suki and I will draw his fire. Then, Katara and Zuko charge in with some liquidy hot offense, [Draws another line.] and while the Melon Lord is distracted, [Draws a third line.] Aang swoops in ... and bam! [Destroys the Melon Lord symbol with the line.] He delivers the final blow."
sokka,suki,0.112,0.856,0.032,-0.8122,58,"Gather round, Team Avatar. [Puts a carved melon on a draped mannequin.] In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect. [Kneels down on the ground and uses a stick to draw a line heading toward the Melon Lord symbol.] First, Suki and I will draw his fire. Then, Katara and Zuko charge in with some liquidy hot offense, [Draws another line.] and while the Melon Lord is distracted, [Draws a third line.] Aang swoops in ... and bam! [Destroys the Melon Lord symbol with the line.] He delivers the final blow."
sokka,zuko,0.112,0.856,0.032,-0.8122,58,"Gather round, Team Avatar. [Puts a carved melon on a draped mannequin.] In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect. [Kneels down on the ground and uses a stick to draw a line heading toward the Melon Lord symbol.] First, Suki and I will draw his fire. Then, Katara and Zuko charge in with some liquidy hot offense, [Draws another line.] and while the Melon Lord is distracted, [Draws a third line.] Aang swoops in ... and bam! [Destroys the Melon Lord symbol with the line.] He delivers the final blow."
sokka,toph,0.0,1.0,0.0,0.0,58,"For now, you're the Melon Lord's forces."
sokka,toph,0.0,1.0,0.0,0.0,58,"Watch it, Toph!"
toph,toph,0.0,1.0,0.0,0.0,58,I am not Toph. I am Melon Lord! Mwah-ha-ha-ha-ha-ha!
sokka,aang,0.0,1.0,0.0,0.0,58,"Now, Aang!"
toph,haru,0.085,0.773,0.142,0.3578,58,"I knew it! You did have a secret thing with Haru! [She smiles while Sokka, Suki, and Zuko look at her strangely.]"
katara,zuko,0.052,0.825,0.123,0.5126,58,"Uh, no. [Everybody else starts eating again.] I was looking for cooking pots in the attic, and I found this! [Unravels the scroll showing a painting of a happy dark-haired baby playing at the beach.] Look at baby Zuko. Isn't he cute?"
aang,ozai,0.114,0.779,0.107,-0.0644,58,"No, I agree with you. [Stands up.] Fire Lord Ozai is a horrible person, and the world would probably be better off without him, but there's got to be another way."
sokka,aang,0.0,0.645,0.355,0.836,58,"Sure you can. You're the Avatar. If it's in the name of keeping balance, I'm pretty sure the universe will forgive you."
aang,sokka,0.308,0.692,0.0,-0.7636,58,"[Turns back to Sokka; losing his temper.] This isn't a joke, Sokka! None of you understand the position I'm in."
katara,aang,0.0,1.0,0.0,0.0,58,"Aang, we do understand. It's just ..."
aang,katara,0.0,1.0,0.0,0.0,58,"Just what, Katara? What?"
aang,ozai,0.08,0.769,0.15,0.4753,58,"Then, when you figure out a way for me to beat the Fire Lord without taking his life, I'd love to hear it! [Walks away.]"
katara,aang,0.0,1.0,0.0,0.0,58,"Aang, don't walk away from this. [Walks toward Aang.]"
aang,momo,0.0,1.0,0.0,0.0,58,"[Stroking the lemur's head.] Hey, Momo. I don't suppose you know what I should do. [Momo squawks.] I didn't think so."
toph,aang,0.0,1.0,0.0,0.0,58,"No, it's not. Where's Aang?"
zuko,aang,0.0,1.0,0.0,0.0,58,Aang? Aang!
zuko,aang,0.0,1.0,0.0,0.0,58,[Walks onto the porch with Toph.] Aang's not in the house. Let's check the beach. [Turns his head toward the beach.]
sokka,appa,0.0,1.0,0.0,0.0,58,Uh-uh. He left behind his glider and Appa.
sokka,aang,0.197,0.433,0.37,0.5267,58,It's pretty obvious. Aang mysteriously disappears before an important battle? He's definitely on a Spirit World journey.
toph,zuko,0.0,1.0,0.0,0.0,58,"I'm going with Zuko! [Sokka, Suki, and Katara stare at her.] What?! Everyone else went on a life-changing field trip with Zuko. Now it's my turn."
actress aang,aang,0.0,0.83,0.17,0.5696,58,[In the center of the crowd.] Avatar State! [Actor Toph lifts her up in the air.] Yip-yip! [Crowd cheers.]
zuko,aang,0.056,0.944,0.0,-0.0772,58,"[Sighs and stops walking.] Look, I know you had a really rough childhood, but we should really focus on finding Aang. [Continues walking.]"
sokka,aang,0.0,1.0,0.0,0.0,58,"Judging by the looks on your faces, I'm guessing you guys didn't find Aang, either. [Jumps off Appa.]"
toph,momo,0.167,0.833,0.0,-0.296,58,"Hey, wait a minute. Has anyone noticed that Momo is missing, too?"
sokka,appa,0.0,0.94,0.06,0.2444,58,"[Turns back to Appa.] Oh no! I knew it was only a matter of time! [Jumps down to Appa.] Appa ate Momo! [Lifts up Appa's mouth.] Momo, I'm coming for you, buddy."
sokka,momo,0.0,0.94,0.06,0.2444,58,"[Turns back to Appa.] Oh no! I knew it was only a matter of time! [Jumps down to Appa.] Appa ate Momo! [Lifts up Appa's mouth.] Momo, I'm coming for you, buddy."
katara,aang,0.0,1.0,0.0,0.0,58,"Sokka, Appa didn't eat Momo. He's probably with Aang."
katara,appa,0.0,1.0,0.0,0.0,58,"Sokka, Appa didn't eat Momo. He's probably with Aang."
katara,momo,0.0,1.0,0.0,0.0,58,"Sokka, Appa didn't eat Momo. He's probably with Aang."
katara,sokka,0.0,1.0,0.0,0.0,58,"Sokka, Appa didn't eat Momo. He's probably with Aang."
sokka,appa,0.0,1.0,0.0,0.0,58,That's just what Appa wants you to think. [Climbs into Appa's mouth.]
zuko,aang,0.094,0.906,0.0,-0.4019,58,"Get out of the bison's mouth, Sokka. We have a real problem here. Aang is nowhere to be found and the comet is only two days away."
zuko,appa,0.094,0.906,0.0,-0.4019,58,"Get out of the bison's mouth, Sokka. We have a real problem here. Aang is nowhere to be found and the comet is only two days away."
zuko,sokka,0.094,0.906,0.0,-0.4019,58,"Get out of the bison's mouth, Sokka. We have a real problem here. Aang is nowhere to be found and the comet is only two days away."
katara,zuko,0.0,1.0,0.0,0.0,58,What should we do Zuko?
katara,aang,0.0,0.811,0.189,0.2732,58,"Well, you are kind of the expert on tracking Aang."
toph,aang,0.0,0.82,0.18,0.296,58,"Yeah, if anyone's got experience hunting the Avatar ... it's you."
sokka,aang,0.104,0.896,0.0,-0.4215,58,"Zuko, I don't wanna tell you how to do your job, but why are we heading towards the Earth Kingdom? There's no way Aang's there."
sokka,zuko,0.104,0.896,0.0,-0.4215,58,"Zuko, I don't wanna tell you how to do your job, but why are we heading towards the Earth Kingdom? There's no way Aang's there."
ozai,azula,0.0,1.0,0.0,0.0,58,"[Facing the ship.] There has been a change of plans, Azula."
azula,zuko,0.459,0.541,0.0,-0.8085,58,You ... you can't treat me like this! [Rising.] You can't treat me like Zuko!
ozai,azula,0.0,1.0,0.0,0.0,58,"Azula, silence yourself."
ozai,azula,0.0,0.922,0.078,0.3367,58,Azula! [She bows her head.] Listen to me. I need you here to watch over the homeland. It's a very important job that I can only entrust to you.
ozai,ozai,0.142,0.651,0.207,0.2732,58,"And for your loyalty, I've decided to declare you the new Fire Lord."
azula,azula,0.171,0.829,0.0,-0.264,58,"Fire Lord Azula? It does seem appropriate, but what about you?"
azula,ozai,0.171,0.829,0.0,-0.264,58,"Fire Lord Azula? It does seem appropriate, but what about you?"
ozai,ozai,0.143,0.761,0.096,-0.2732,58,"Fire Lord Ozai is no more. Just as the world will be reborn in fire, I shall be reborn as the supreme ruler of the world. [Three Fire Sages help Ozai put on his new royal garments.] From this moment on, I will be known as ... [Raises his arms in the air.] the Phoenix King."
zuko,june,0.0,1.0,0.0,0.0,58,[Pointing.] June.
zuko,aang,0.0,1.0,0.0,0.0,58,The shirshu. It's the only animal that can track Aang's scent anywhere in the world. It's the one shot we have of finding him.
toph,june,0.0,0.737,0.263,0.6124,58,"[Stepping forward, grinning broadly.] I don't know who this June lady is, but I like her."
aang,momo,0.0,0.894,0.106,0.4404,58,"[Waking up.] Hey, Momo. I just had the strangest dream. [Looks around surprised at his new setting.] Wait. [The camera pans toward the ocean and shows an aerial shot of the island.] Where are we?"
zuko,iroh,0.0,1.0,0.0,0.0,59,[Frontal view of Katara and Zuko.] He's my uncle. And he's not here.
zuko,aang,0.0,0.847,0.153,0.4019,59,[Frontal view of June with Zuko and Suki behind.] I need your help finding the Avatar.
june,aang,0.055,0.902,0.043,-0.2387,59,"[Shaking the piece of meat.] Nyla. [She throws the meat to Nyla. Cut to frontal view of Nyla, who catches it in his mouth and starts chewing it before swallowing it; June walks up to him and starts petting him.] Who's my little, hmm, Snuffly-Wuffly? [Nyla sticks his toxins-coated tongue out and she dodges it and forces his mouth closed.] Whoa! Careful there. [To Team Avatar.] Okay. So who's got something with the Avatar's scent on it?"
katara,aang,0.0,1.0,0.0,0.0,59,[Pulls out Aang's glider from Appa's saddle.] I have Aang's staff.
aang,momo,0.088,0.869,0.043,-0.7013,59,"Where are we, Momo? [Cut to view of the sky through the trees as dragonflies fly past. The camera pans down as Aang speaks.] Maybe I'm in the Spirit World? [Cut to frontal view of Aang stepping under a branch.] But wait. You can see me. [Momo approaches on the branch. Cut to a close-up of Momo.] We could both be in the Spirit World. [Cut back to Aang. He uses airbending and the camera pans across as he moves.] Nope. My bending works. [Momo lands on him. Points to the hilltop. Cut to path up a hill. Camera pans up as Aang talks.] Maybe if we climb to the top of the island, we can figure out where we are."
sokka,aang,0.189,0.811,0.0,-0.6868,59,"[To June.] What do you mean Aang doesn't exist? [Side-view of the group.] Do you mean he's ... you know, dead?"
zuko,ozai,0.066,0.859,0.075,0.0772,59,[To June.] Wait. I have another idea. [Frontal view.] There's only one other person in this world who can help us face the Fire Lord. I'll be right back with a smell sample.
sokka,iroh,0.192,0.616,0.192,0.0,59,You saved your uncle's sweaty sandal? Ugh! [Pinches nose even tighter.]
june,iroh,0.089,0.769,0.142,0.4939,59,[Cut to side-view of the group as Nyla continues scratching the wall.] Your uncle's somewhere beyond the wall. [Nyla stops digging and walks away.] Nyla's getting twitchy so he can't be too far. [Close-up.] Good luck.
aang,roku,0.079,0.805,0.116,0.7742,59,"It's a hexagon. [Cut to Aang's feet as Momo jumps off his shoulder. Bends down to place a hand on the ground.] It doesn't seem like normal rock. [Stands back up. Cut to a side-view as he attempts earthbending, but nothing happens.] It's not made of earth. [Sits down.] This is so strange. [Frontal view of Aang with Momo in the foreground, his back to the camera.] I wish I had some help right now. I wish I had Roku. [Suddenly realizes something.] I do have Roku! [Takes a deep breath and starts meditating. Fade to close-up of Aang. Cut to side-view as Momo runs off and the spirit of Avatar Roku appears before Aang.]"
avatar roku,aang,0.067,0.825,0.108,0.3182,59,"You're right, Aang. [Close-up.] All the past Avatars, all their experience and wisdom, is available to you [Cut to close-up of Aang.] if you look deep inside yourself."
aang,roku,0.0,1.0,0.0,0.0,59,"[Looking around.] So where am I, Roku? What is this place?"
avatar roku,aang,0.123,0.877,0.0,-0.4497,59,"[Side-view.] I ... don't know, Aang. [Close-up of Aang.] But I see you are lost in more ways than one right now."
aang,ozai,0.138,0.862,0.0,-0.34,59,I am. I need to figure out what to do once I face the Fire Lord.
aang,ozai,0.082,0.918,0.0,-0.1779,59,"Everyone expects me to take the Fire Lord's life, [Side-view.] but I just don't know if I can do that."
avatar roku,aang,0.197,0.717,0.085,-0.9664,59,"[Frontal view.] In my life, I tried to be disciplined and show restraint, but it backfired when Fire Lord Sozin took advantage of my restraint and mercy. [Fade to a flashback of Sozin, close-up shot. Sozin moves forward and the camera cuts to a side-view of him attempting to attack Roku from behind. The camera pans left to show the flames engulf Roku. Cut to a shot inside the flames as they dissipate to reveal Roku gone. Fade to a close-up shot of Sozin from behind looking at his army. Fade to a panning shot of air temples on fire. Overlaid shot of close-up Sozin.] If I had been more decisive and acted sooner, I could have stopped Sozin and stopped the war before it started. [Cut back to side-view of Aang and Roku.] I offer you this wisdom, Aang: You must be decisive. [Cut behind Roku as he vanishes. Cut close-up to Aang, disappointed.]"
avatar roku,ozai,0.197,0.717,0.085,-0.9664,59,"[Frontal view.] In my life, I tried to be disciplined and show restraint, but it backfired when Fire Lord Sozin took advantage of my restraint and mercy. [Fade to a flashback of Sozin, close-up shot. Sozin moves forward and the camera cuts to a side-view of him attempting to attack Roku from behind. The camera pans left to show the flames engulf Roku. Cut to a shot inside the flames as they dissipate to reveal Roku gone. Fade to a close-up shot of Sozin from behind looking at his army. Fade to a panning shot of air temples on fire. Overlaid shot of close-up Sozin.] If I had been more decisive and acted sooner, I could have stopped Sozin and stopped the war before it started. [Cut back to side-view of Aang and Roku.] I offer you this wisdom, Aang: You must be decisive. [Cut behind Roku as he vanishes. Cut close-up to Aang, disappointed.]"
avatar roku,sozin,0.197,0.717,0.085,-0.9664,59,"[Frontal view.] In my life, I tried to be disciplined and show restraint, but it backfired when Fire Lord Sozin took advantage of my restraint and mercy. [Fade to a flashback of Sozin, close-up shot. Sozin moves forward and the camera cuts to a side-view of him attempting to attack Roku from behind. The camera pans left to show the flames engulf Roku. Cut to a shot inside the flames as they dissipate to reveal Roku gone. Fade to a close-up shot of Sozin from behind looking at his army. Fade to a panning shot of air temples on fire. Overlaid shot of close-up Sozin.] If I had been more decisive and acted sooner, I could have stopped Sozin and stopped the war before it started. [Cut back to side-view of Aang and Roku.] I offer you this wisdom, Aang: You must be decisive. [Cut behind Roku as he vanishes. Cut close-up to Aang, disappointed.]"
katara,pakku,0.0,0.825,0.175,0.802,59,Not just any old people. [Walks up to Pakku. Side-view of the masters.] These are great masters and friends of ours. [Camera pans and zooms in on Katara and Pakku as she bows to Pakku.] Pakku.
pakku,pakku,0.141,0.675,0.184,0.1761,59,[Gently pushes Sokka away; slightly annoyed.] You can still just call me Pakku.
sokka,pakku,0.0,1.0,0.0,0.0,59,[Frontal view.] How about Grand-Pakku?
katara,aang,0.0,1.0,0.0,0.0,59,[Zuko walks up to Jeong Jeong.] And this was Aang's first firebending teacher.
jeong jeong,jeong jeong,0.0,1.0,0.0,0.0,59,[Close-up. Bows.] Jeong Jeong.
sokka,piandao,0.0,1.0,0.0,0.0,59,[Side-view. Bows to Piandao.] Master Piandao.
piandao,sokka,0.0,1.0,0.0,0.0,59,"[Bows back.] Hello, Sokka."
pakku,iroh,0.12,0.718,0.162,0.3818,59,"[Cut close-up behind Zuko with Pakku and Katara in the background. To Zuko.] It came from a Grand Lotus: your uncle, [Close-up of Zuko.] Iroh of the Fire Nation. [Zuko smiles.]"
bumi,momo,0.066,0.878,0.056,-0.1025,59,[Appears behind Piandao and Jeong Jeong and pushes them out of the way.] Wait! Someone's missing from your group. [Walks up to the camera.] Someone very important. [Walks right up to the camera.] Where's Momo?
sokka,aang,0.0,1.0,0.0,0.0,59,"[Side-view. Leaning backward almost all the way, as Bumi is right in his face.] He's gone. [Pauses.] And so is Aang."
aang,aang,0.0,0.595,0.405,0.5267,59,Avatar Kyoshi. I need your wisdom.
aang,kyoshi,0.0,0.595,0.405,0.5267,59,Avatar Kyoshi. I need your wisdom.
kyoshi,aang,0.053,0.607,0.34,0.9528,59,"[Close-up side-view.] Personally, I don't really see the difference, but I assure you, I would have done whatever it took to stop Chin. [Frontal view.] I offer you this wisdom, Aang: Only justice will bring peace. [Vanishes.]"
aang,kyoshi,0.193,0.807,0.0,-0.4767,59,[Close-up. Disappointed. Side-view as he leans back.] I knew I shouldn't have asked Kyoshi.
sokka,bumi,0.09,0.858,0.052,-0.2263,59,"So, Bumi ... [Cut closer, side-view. Camera follows them as they walk.] how did you end up escaping your imprisonment in Omashu?"
kuruk,aang,0.09,0.798,0.111,0.6757,59,"[Close-up.] I am Avatar Kuruk. [Cut to flashback to a close-up view of a younger Avatar Kuruk. The camera zooms out to show him surfing.] When I was young, I was always a go-with-the-flow kind of Avatar. [The camera pans round to follow his movements on the wave before holding steady as he surfs away.] People seemed to work out their own problems, and there was peace and good times in the world. [Cut to shot of the sun and the camera pans down to Kuruk with Ummi and they kiss.] But then, [Fade to a side-view of Koh in the Spirit World. Koh moves in front of the camera to reveal the face of Ummi.] I lost the woman I loved to Koh, the Face Stealer. [Fade back to close-up side-view of present-day Kuruk.] It was my fault. If I had been more attentive and more active, [Close-up of Aang.] I could've saved her. Aang, [Close-up of Kuruk.] you must actively shape your own destiny and the destiny of the world. [Vanishes. Frontal view of Aang, even more disappointed as he places his head in his hands.]"
kuruk,koh,0.09,0.798,0.111,0.6757,59,"[Close-up.] I am Avatar Kuruk. [Cut to flashback to a close-up view of a younger Avatar Kuruk. The camera zooms out to show him surfing.] When I was young, I was always a go-with-the-flow kind of Avatar. [The camera pans round to follow his movements on the wave before holding steady as he surfs away.] People seemed to work out their own problems, and there was peace and good times in the world. [Cut to shot of the sun and the camera pans down to Kuruk with Ummi and they kiss.] But then, [Fade to a side-view of Koh in the Spirit World. Koh moves in front of the camera to reveal the face of Ummi.] I lost the woman I loved to Koh, the Face Stealer. [Fade back to close-up side-view of present-day Kuruk.] It was my fault. If I had been more attentive and more active, [Close-up of Aang.] I could've saved her. Aang, [Close-up of Kuruk.] you must actively shape your own destiny and the destiny of the world. [Vanishes. Frontal view of Aang, even more disappointed as he places his head in his hands.]"
kuruk,kuruk,0.09,0.798,0.111,0.6757,59,"[Close-up.] I am Avatar Kuruk. [Cut to flashback to a close-up view of a younger Avatar Kuruk. The camera zooms out to show him surfing.] When I was young, I was always a go-with-the-flow kind of Avatar. [The camera pans round to follow his movements on the wave before holding steady as he surfs away.] People seemed to work out their own problems, and there was peace and good times in the world. [Cut to shot of the sun and the camera pans down to Kuruk with Ummi and they kiss.] But then, [Fade to a side-view of Koh in the Spirit World. Koh moves in front of the camera to reveal the face of Ummi.] I lost the woman I loved to Koh, the Face Stealer. [Fade back to close-up side-view of present-day Kuruk.] It was my fault. If I had been more attentive and more active, [Close-up of Aang.] I could've saved her. Aang, [Close-up of Kuruk.] you must actively shape your own destiny and the destiny of the world. [Vanishes. Frontal view of Aang, even more disappointed as he places his head in his hands.]"
piandao,zuko,0.084,0.916,0.0,-0.296,59,"[Points to a tent on the other side of the camp. Camera cuts and zooms in showing a tent.] Your uncle's in there, Prince Zuko."
piandao,iroh,0.084,0.916,0.0,-0.296,59,"[Points to a tent on the other side of the camp. Camera cuts and zooms in showing a tent.] Your uncle's in there, Prince Zuko."
zuko,iroh,0.096,0.775,0.13,0.3887,59,"[Frontal view.] No, I'm not okay. My uncle hates me, I know it. [Katara sits down next to him.] He loved and supported me in every way he could, and I still turned against him. How can I even face him?"
katara,zuko,0.106,0.894,0.0,-0.0772,59,"[Close-up side-view of Zuko.] Zuko, you're sorry for what you did, right?"
zuko,iroh,0.0,1.0,0.0,0.0,59,Uncle?
aang,aang,0.082,0.876,0.042,-0.4031,59,"[Voice-over.] All these past Avatars. [Cut to frontal view of Aang.] They keep telling me I'm gonna have to do it. They don't get it. [Momo chitters.] You're right. Maybe an Air Nomad Avatar will understand where I'm coming from. [Close-up of Momo, who stares at him. Frontal view of Aang as Momo jumps to his other side.] I know you can't really talk. Pretending you can just helps me think. [Momo chitters again; Aang becomes annoyed.] I'm going to pretend I didn't pretend to hear that."
yangchen,aang,0.0,1.0,0.0,0.0,59,"[Side-view.] I am Avatar Yangchen, young airbender."
yangchen,yangchen,0.0,1.0,0.0,0.0,59,"[Side-view.] I am Avatar Yangchen, young airbender."
aang,aang,0.0,1.0,0.0,0.0,59,"Avatar Yangchen, [Close-up of Aang.] the monks always taught me that all life is sacred. Even the life of the tiniest spider-fly caught in its own web."
aang,yangchen,0.0,1.0,0.0,0.0,59,"Avatar Yangchen, [Close-up of Aang.] the monks always taught me that all life is sacred. Even the life of the tiniest spider-fly caught in its own web."
yangchen,aang,0.035,0.856,0.109,0.3182,59,"[Cut to behind Aang as the camera pans up to show Yangchen.] Avatar Aang, I know that you're a gentle spirit, and the monks have taught you well, but this isn't about you. [Close-up side-view of Aang.] This is about the world."
yangchen,aang,0.015,0.81,0.175,0.9246,59,"[Side-view of Aang and Yangchen. Camera pans slowly to the right.] Many great and wise Air Nomads have detached themselves and achieved spiritual enlightenment, [Close-up.] but the Avatar can never do it. Because your sole duty is to the world. Here is my wisdom for you: [Close-up of Aang. Camera zooms out.] Selfless duty calls you to sacrifice your own spiritual needs, and do whatever it takes to protect the world. [Yangchen's spirit vanishes.]"
aang,ozai,0.24,0.76,0.0,-0.886,59,"[Momo appears behind a tree and approaches Aang. Close-up aerial view of Aang. Sorrowfully.] I guess I don't have a choice, Momo. [Camera zooms out as Aang looks up.] I have to kill the Fire Lord."
aang,momo,0.24,0.76,0.0,-0.886,59,"[Momo appears behind a tree and approaches Aang. Close-up aerial view of Aang. Sorrowfully.] I guess I don't have a choice, Momo. [Camera zooms out as Aang looks up.] I have to kill the Fire Lord."
